serial,firm,permission_date,permission_date_raw,permission_no,drug_name,indication,dosage_form,permission_type,source_name,source_url,out_of_scope,out_of_scope_reason,retrieved_utc
139,Novo Nordisk India Pvt Ltd,,Turoctocog alfa,19-Aug-15,Treatment and prophylaxis of bleeding in patients with Haemophilia A (Congenital factor),"pwder (lyophilized) for solution for Injection for I.V. use., each vial contains 250IU, 500IU, 1000IU, 1500IU, 2000IU and 3000IU.",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
140,Sandoz Pvt. Ltd,,Secukinumab,21-Aug-15,"For the treatment of moderate to severe Plaque Psoriasis in adult Patients who are candidates for systemic Therapy, Posriatic Arthritis and Ankylosing spondylitis",Lyophilized powder for solution for injection in vial contains 150 mg/mL Secukinumab,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
141,Novo Nordisk India Pvt Ltd,,Omalizumab,24-10-2015,Treatment of Persistant allergic asthma,75mg/150mg/vial,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
142,Glaxo Smith Kline pharmaceuticals ltd,,Albiglutide powder,08-Dec-15,"Albiglutide is indicated for the treatment of type 2 diabetes mellitus in adults to improve glycemic control as: Monotherapy: when diet and exercise alone do not provide adequate glycemic control in patients for whom use of metformin is considered inappropriate due to contraindications or intolerance. Add-on combination therapy: In combination with other glucose- lowering medicinal products including basal insulin, when these, together with diet and exercise, do not provide adequate glycemic control.",Power and solvent for solution for SC injection in pen delivers 30 mg/50 mg per 0.5 mL dose,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
143,Johnson and Johnson Pvt Ltd,,Siltuximab,06-Jan-16,Siltuximab (SYLVANT®) is indicated for the treatment of patients with MulticentricCastleman’s Disease (MCD) who are human immunodeficiency virus (HIV) negative and human herpesvirus- 8(HHV-8) negative.,Powder for concentrate for solution for infusion in single use vial 100mg and 400mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
144,Baxalta Bioscience India Pvt Ltd,,Coagulation factor IX (Rixubis),21-Mar-16,Coagulation Factor IX (Recombinant) is an antihemophilic factor indicated for: Control and prevention of bleeding episodes in adultsand children with hemophilia B Perioperative management in adults and children with hemophilia B Routine Prophylaxis to prevent or reduce the frequency of bleeding episodes in adults and children with hemophilia B,"Lyophilized powder for solution for IV use only...........Each Single vial contains 250IU, 500IU, 1000IU, 2000IU, 3000IU. ........... each vial to be reconstituted with 5 ml SWFI",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
145,Novartis Healthcare Pvt Ltd,,Ofatumumab,12-Apr-16,"Treatment of patients with progression of chronic lymphatic leukemia (CLL) after treatment withFludarabine, Alemtruzumaband Rituximab, or patients for whom such combinations and other therapeutic alternative are ruled out. In combination with chlorambucil or bendamustine for treatment of patients with CLL who have not received prior therapy and who are not eligible for fludarabine based therapy.",Concentrate for solution for infusion in Single use vial 100 mg/5 mL and 1000 mg/50 mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,rituximab is an oncology molecule,2026-08-05T12:34:01+00:00
146,Bristol Myers Squibb India Pvt. Ltd,,Nivolumab concentrate for solution for infusion,09-Jun-16,"Non-small cell lung cancer (NSCLC): Nivolumab as a single agent is indicated for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) after prior chemotherapy. Renal cell carcinoma (RCC): Nivolumab as a single agent is indicated for the treatment of patients with advanced renal cell carcinoma (RCC) after prior therapy in adults. 1. Melanoma – Nivolumab is indicated for the treatment of patients with melanoma with lymph node involvement or metastatic disease who have undergone complete resection, in the adjuvant settings. 2. Urothelial Carcinoma (UC) - Nivolumab is indicated for the treatment of patients with locally advanced or metastatic urothelial carcinoma who: □ have disease progression during or following platinum-containing chemotherapy. □ have disease progression within 12 months of neoadjuvant or adjuvant treatment with platinum-containing chemotherapy. 3. Colorectal Cancer (CRC) - Nivolumab as monotherapy is indicated for the treatment of adult and pediatric (12 years and older) patients with microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (CRC) that has progressed following treatment with a fluoropyrimidine, oxaliplatin, and irinotecan.",Concentrate for solution for infusion in Single use vial 40 mg/ 4 mL &100 mg/10 ml,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,nivolumab is an oncology molecule,2026-08-05T12:34:01+00:00
147,Eli Lilly and Company Pvt. Ltd,,Ramucirumab,09-Jun-16,"Ramucirumab in combination with paclitaxel is indicated for the treatment of adult patients with advanced gastric cancer or gastro-oesophageal junction adenocarcinoma with disease progression after prior platinum and fluoropyrimidine chemotherapy. Ramucirumab monotherapy is indicated for the treatment of adult patients with advanced gastric cancer or gastro-oesophageal junction adenocarcinoma with disease progression after prior platinum and fluoropyrimidine chemotherapy, for whom treatment in combination with paclitaxel is not appropriate. Ramucirumab, in combination with Docetaxel, is indicated for the treatment of patients with locally advanced or metastaic non-small cell lung cancer (NSCLC) with disease progression on or after platinum-based chemotherapy. Ramucirumab in combination with FOLFIRI (irinotecan, folinic acid, and 5- fluorouracil), is indicated for the treatment of adult patients with metastatic colorectal cancer (mCRC) with disease progression on or after prior therapy with bevacizumab, oxaliplatin and a fluoropyrimidine. 6. Ramucirumab (CyramzaTM), in combination with FOLFIRI (irinotecan, folinic acid, and 5-fluorouracil), is indicated for the treatment of adult patients with metastatic colorectal cancer (mCRC) with disease progression on or after prior therapy with",Concentrate for solution for infusion in Single use vial 100 mg/10 mL and 500mg/50 mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,ramucirumab is an oncology molecule,2026-08-05T12:34:01+00:00
148,MSD Pharmaceuticals Pvt. Ltd,,Pembrolizumab,16-Jun-16,Pembrolizumab is indicated for the treatment of patients with unresectable or metastatic melanoma Pembrolizumab as monotherapy for the first-line treatment of metastatic non-small cell lung carcinoma (NSCLC) in adults whose tumours express PD-L1 with a ≥50% tumour proportion score (TPS) with no EGFR or ALK positive tumour mutations. Pembrolizumab as monotherapy for the treatment of locally advanced or metastatic NSCLC in adults whose tumours express PD-L1 with a ≥1% TPS and who have received atleast one prior chemotherapy regimen. Patients with EGFR or ALK positive tumour mutations should also have received targeted therapy before receiving Pembrolizumab.,Solution for IV infusion in ingle use vial 100 mg/4 mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,pembrolizumab is an oncology molecule,2026-08-05T12:34:01+00:00
149,Sandoz Pvt. Ltd,,Omalizumab,14-Jul-16,Allergic Asthma: A. Adult patients with moderate to severe persistent allergic asthma whose symptoms are inadequately controlled with inhaled corticosteroids. B. Children’s (12 years of age and older)-omalizumab is indicated as add-on therapy to improve asthma control in patients with severe persistent allergic asthma who have a positive skin test or in in vitro reactivity to a perennial aeroallergen and who have reduced lung function (FEVI<80%) as well as frequent dat time symptoms or night-time awakening and who have had multiple documented severe asthma exacerbated despite daily high dose inhaled corticosteroids plus a lung acting beta2-agonist. C. Children (6 to 12 years of age)-omalizumab is indicated as add-on therapy to improve asthma control in patients with severe persistent allergic asthma who have a positive skin test or in in vitro reactivity to a perennial aeroallergen and frequent day time symptoms or night-time awakening and who have had multiple documented severe asthma exacerbation despite daily high dose inhaled corticosteroids plus a lung acting beta2-agonist. Chronic spontaneous urticarial (CSU)-Omalizumab is indicated for adults and adolescents (12 years of age and above) with chronic spontaneous urticarial refractory to standard of care.,Dosage form: 1) Powder in Vial and solvent in ampoules for solution for injection 2) Solution for injection in prefilled syringe Strength: 75 mg and 150 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
150,Sanofi-Synthelabo (India) Pvt. Ltd,,Laronidase (Aldurazyme),25-Jul-16,Aldurazyme is indicated for patients with Hurler and Hurler-Scheie forms of mucopolysaccharidosis I (MPS) and for patients with Scheie form who have moderate to severe symptoms.,Solution for injection .................... Each vial of 5 mL contains: Laronidase 2.9 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
151,Sanofi-Synthelabo (India) Pvt. Ltd,,Agalsidase Beta (Fabrazyme),02-Aug-16,Agalsidase Beta is indicated for long term enzyme replacement therapy in patients with a confirmed diagnosis of Fabry Disease (α-galactosidase A deficiency),Powder for concentrate for solution for infusion. ................. Each Single use vial contains: Agalsidase Beta 37 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
152,Sanofi-Synthelabo (India) Pvt. Ltd,,Thyrotropin alfa,02-Aug-16,Thyrotropin alfa is indicated for use as an adjunctive diagnostic tool for serum thyroglobulin testing with or without radioiodine imaging in the follow-up of patients with well-differentiated thyroid cancer who have previously under gone thyroidectomy. Thyrotropin alfa is indicated for use as an adjunctive treatment for radioiodine ablation of thyroid tissue remnants in patients who have undergone a near total thyroidectomy for well-differentiated thyroid cancer and who do not have evidence of distant metastatic thyrpoid cancer,Lyophilized Powder for solution for injection (For Intramuscualr use only) in Single use vial Each single vial contains: Thyrotropinalfa 1.1 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
153,Takeda Pharmaceuticals (India) Pvt. Ltd,,Vedolizumab,05-Aug-16,"Vedolizumab is indicated for the treatment of • Adult patients with moderately to severely active Ulcerative Colitis who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or tumor necrosis factor-alpha (TNF-α) antagonist. • Treatment of adult patients with moderately o severely active Crohn’s Disease who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or tumor necrosis factor-alpha (TNF-α) antagonist.",Powder for concentrate for solution for infusion. ........................ Each Single use vial contains: Vedolizumab 300 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
154,Sanofi-Synthelabo (India) Pvt. Ltd,,Imiglucerase (Cerezyme),11-Aug-16,Cerezyme (Imiglucerase) is indicated for long term enzyme replacement therapy in patients with a confirmed diagnosis of non-neuropathic (Type 1) or chronic neuropathic (type 3) Gaucher disease and who exhibit clinically significant non-neurological manifestation of the disease.,Powder for concentrate for solution for infusion in Single use vial Each single vial contains: Imiglucerase 200 units and 400 units,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
155,Sanofi-Synthelabo (India) Pvt. Ltd,,Alglucosidase alfa (Myozyme),29-Aug-16,Alglucosidase Alfa is indicated for long term enzyme replacement therapy (ERT) in patients with a confirmed diagnosis of Pompe Disease (acid α-glucosidase deficiency),Lyophilized powder for concentrate for solution for IV Infusion in Single use vial Each single vial contains: Alglucosidase alfa 50mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
156,Biocon Limited,,"Insulin (Regular), soluble insunin, insulin IP",20.12.2016,Indicated for the treatment of diabetes mellitus,Cartridge 3 mL (100 IU),,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
